index|0
We have indeed arrived at the craftsman Tom Kemble’s new digs.|restaurants
Having eaten a number of his various chawanmushi in Bonhams days, I thought I knew his cuisine well, but that’s when he surprised me with this sweet vinegar pickle on the shiitake, taking the umami elevator to the next level|restaurants
The guiding principle of simplicity is still ever present, but the flavour layerings have evolved from the nascent|restaurants
3|restaurants
Devon scallop sashimi, Piemontese hazelnut, rock samphire, and an incredible sauce made from blood orange, tomato, sake, olive oil, amongst other things.|restaurants
Tom has now swapped Isle of Mull for fish from the South Coast, taking advantage of the relative geography|restaurants
The scallops were spanking quality|restaurants
As some of you will have experienced elsewhere, live scallops are very taut and almost crunchy in texture, and is notable for being incredibly sweet.|restaurants
Tom reckons his bao dough is work in progress, but I loved it|restaurants
With devon smoked eel brushed with tare over coals, and served with Granny Smith and kohlrabi.|restaurants
Grilled over binchotan to a glassy skin, and carefully to allow heat to slowly travel up the fillet|restaurants
Rested to a medium centre, it cuts cleanly in half after cooking.|restaurants
(ex-Umu, think Unagi)|restaurants
Monks beard for texture, and an electric beurre blanc made la minute, with pickled dulse, harmonising to great effect with the grilled fish|restaurants
Craft aside, it’s incredibly delicious|restaurants
Wiped the plate dry with bread.|restaurants
Sussex blues, killed and halved la minute, skewered and then low and slow in shell|restaurants
To plate, it is shelled and quartered length wise, aiguillettes in the flair of Alain Passard|restaurants
Spot on cook to uniform and beautifully glistening mi-cuit (swipe 👉)|restaurants
The bincho subtly infused, provided a rush of smoke, without masking the naturally sweet and taut lobster tail|restaurants
The noble shellfish is right at the start of its season here|restaurants
Claws were also smoked over coals, and then briefly steamed prior to plating|restaurants
Tom’s favourite endives provide respite from the flavour bombs, meanwhile the maitake, meaty and a bridge to the rim rocking sauce.|restaurants
The turf part of this surf and turf – diced bone marrow – has amazing gastrique qualities, the madeira, red rice vinegar, providing sweet and sour, meanwhile the bone marrow are globules of flavour that melt on the palate|restaurants
Layers of underlying deepness in this jus, or a jus gras when spread on the plate with presumably the oils from the marrow splitting it|restaurants
A revelation of a sauce.|restaurants
, he had done them out of shell in a pan and cut it with an emulsion of its own coral and blood peach – a pure dish of peak summer flavours|restaurants
Here, Tom has progressed his thought process, adding latitude and dimension, whilst still keeping the palate clean|restaurants
Masterpiece|restaurants
Completely sexy dish|restaurants
8|restaurants
Herdwick lamb classically pan roasted, binchotan roasted aubergine and prepared like baba ganoush, komatsuna, black garlic and jus gras|restaurants
For mains, Tom showed a classic combo lamb and aubergines, which blurred the lines in melding of classic technique with Mediterranean and Japanese influences|restaurants
Where in the past at Bonhams, he had kept things minimal and flavours classic (with his salt marsh lamb in July onwards), here he has stepped up intensity and complexity, layering up the umami and balancing with the coolness of the yoghurt|Bonhams
Ultimately it’s a dish that embraces flavour, and was satisfying way to end the savouries|restaurants
I prefer my lamb on the bone of course, but the extra piece of lamb belly on skewers made up for the lost bone gnawing|restaurants
They were banging.|restaurants
Herdwick hogget aged for 1 week in salt chambers|restaurants
Racks have been classically roasted and taken off the bone to medium rare and fat cap on, it sits on black garlic puree, that’s been let down in some sake and mirin|restaurants
Meanwhile the belly is confit, rubbed with a mint sauce, extra belly skewered on the side|restaurants
Really tasty, even two wasn’t enough.|restaurants
And then things gets exciting with Italian round aubergines cooked in over binchotan, then made into a baba ganoush, with mixture of aubergines pickled in rice vinegar and is finally topped with sesame seeds, and nori|restaurants
For freshness, steamed komatsuna, Neals Yard yoghurt with a vibrant oil made from kaffir lime, ginger, coriander and others|restaurants
And finally it is finished with a jus gras with big pearls of lamb fat.|restaurants
Tom Kemble at The Pass, South Lodge Horsham, Apr 19|The Pass
Hot/Cold chocolate variations with milk sorbet and passionfruit gel Tom inherited the open kitchen from Gillan’s days (still seen here while he gets his new gig going), the restaurant is relatively small, a couple steps from the banquette high tables to his pass, so there is a sense you’re almost in there|restaurants
He also inherited liquid nitrogen, nice crockery,all part of the genesis, or shall we say the presentation of it, as he summoned us to into the kitchen for pudding …and I thought i’d never see the day Kembler did modernist|restaurants
Jack is on pastry, turn it up 🔊 , you’ll hear Tom give a quick run down of the dish as Jack prepares it|restaurants
An homage to @sportsmankent Stephen Harris’ warm chocolate mousse (also iSi whipper) with milk ice cream, & ongoing development with @pumpstreetchocolate (72%Bourbon mousse) , with a very clean milk sorbet from his Bonhams days (made with creme crue, which I love)|restaurants
– Firstly, the pudding is gorgeous in its simplicity – and a very pure milk chocolate|restaurants
Chaud/froid study of contrasting temperatures, warm mousse to ice cold cream to nitro cold crumble (so to speak)|restaurants
Served in a bowl, the whole thing yields pure satisfaction – the spoon eases in smooth, snappy tuile then mousse(swipe 👉)|restaurants
I mopped it up in seconds|restaurants
A true pud|restaurants
I generally avoid a heavy chocolate, but this is notable in that you get the sinful comfort, but come away with a light finish|restaurants
Secondly, and perhaps more so, the interaction works especially well for this one|restaurants
